year,local_day,local_hour_end,tot_wind_mwh,_FREQ_
2018,28-Jun-18,16,324.42,52
2018,28-Jun-18,17,297.332,49
2018,28-Jun-18,18,298.321,50
2018,28-Jun-18,19,251.238,50
2018,28-Jun-18,20,196.15,50
2018,28-Jun-18,21,177.01,47
2018,28-Jun-18,22,179.653,45
2018,28-Jun-18,23,184.392,45
2018,28-Jun-18,24,216.921,48
2018,29-Jun-18,01,236.416,50
2018,29-Jun-18,02,251.476,49
2018,29-Jun-18,03,312.693,45
2018,29-Jun-18,04,291.283,43
2018,29-Jun-18,05,318.31,47
2018,29-Jun-18,06,354.156,48
2018,29-Jun-18,07,354.476,47
2018,29-Jun-18,08,313.675,45
2018,29-Jun-18,09,217.203,43
2018,29-Jun-18,10,173.994,43
2018,29-Jun-18,11,137.744,40
2018,29-Jun-18,12,100.078,41
2018,29-Jun-18,13,122.728,42
2018,29-Jun-18,14,159.122,45
2018,29-Jun-18,15,265.677,47
2018,29-Jun-18,16,330.111,48
2018,29-Jun-18,17,385.613,52
2018,29-Jun-18,18,388.217,51
2018,29-Jun-18,19,265.74,47
2018,29-Jun-18,20,199.586,44
2018,29-Jun-18,21,212.399,48
2018,29-Jun-18,22,263.91,45
2018,29-Jun-18,23,346.244,48
2018,29-Jun-18,24,324.939,46
2018,30-Jun-18,01,292.531,47
2018,30-Jun-18,02,297.604,48
2018,30-Jun-18,03,279.72,45
2018,30-Jun-18,04,244.874,45
2018,30-Jun-18,05,192.915,41
2018,30-Jun-18,06,184.999,44
2018,30-Jun-18,07,180.023,46
2018,30-Jun-18,08,131.619,43
2018,30-Jun-18,09,64.503,31
2018,30-Jun-18,10,22.051,25
2018,30-Jun-18,11,35.247,34
2018,30-Jun-18,12,88.646,43
2018,30-Jun-18,13,149.805,42
2018,30-Jun-18,14,291.522,46
2018,30-Jun-18,15,342.84,47
2018,30-Jun-18,16,389.443,47
2018,30-Jun-18,17,438.269,50
2018,30-Jun-18,18,470.037,50
2018,30-Jun-18,19,456.761,51
2018,30-Jun-18,20,428.143,48
2018,30-Jun-18,21,482.05,50
2018,30-Jun-18,22,458.525,53
2018,30-Jun-18,23,432.122,53
2018,30-Jun-18,24,458.38,54
2018,1-Jul-18,01,415.27,53
2018,1-Jul-18,02,439.922,55
2018,1-Jul-18,03,406.635,52
2018,1-Jul-18,04,333.831,54
2018,1-Jul-18,05,252.72,53
2018,1-Jul-18,06,220.509,50
2018,1-Jul-18,07,275.158,49
2018,1-Jul-18,08,265.817,49
2018,1-Jul-18,09,191.181,47
2018,1-Jul-18,10,103.608,41
2018,1-Jul-18,11,71.719,35
2018,1-Jul-18,12,61.48,37
2018,1-Jul-18,13,43.863,34
2018,1-Jul-18,14,25.258,35
2018,1-Jul-18,15,21.426,33
2018,1-Jul-18,16,19.59,27
2018,1-Jul-18,17,17.593,30
2018,1-Jul-18,18,17.324,36
2018,1-Jul-18,19,26.899,42
2018,1-Jul-18,20,58.427,44
2018,1-Jul-18,21,107.59,42
2018,1-Jul-18,22,185.849,42
2018,1-Jul-18,23,256.782,41
2018,1-Jul-18,24,276.015,41
2018,2-Jul-18,01,278.187,42
2018,2-Jul-18,02,260.745,43
2018,2-Jul-18,03,236.78,43
2018,2-Jul-18,04,245.83,41
2018,2-Jul-18,05,278.867,38
2018,2-Jul-18,06,279.668,37
2018,2-Jul-18,07,212.316,35
2018,2-Jul-18,08,157.334,34
2018,2-Jul-18,09,136.583,34
2018,2-Jul-18,10,115.886,33
2018,2-Jul-18,11,85.692,33
2018,2-Jul-18,12,100.418,37
2018,2-Jul-18,13,139.774,43
2018,2-Jul-18,14,208.116,46
2018,2-Jul-18,15,260.543,46
2018,2-Jul-18,16,286.669,48
2018,2-Jul-18,17,307.686,48
2018,2-Jul-18,18,330.497,46
2018,2-Jul-18,19,316.993,46
2018,2-Jul-18,20,331.787,45
2018,2-Jul-18,21,374.814,45
2018,2-Jul-18,22,395.579,44
2018,2-Jul-18,23,417.588,48
2018,2-Jul-18,24,480.605,50
2018,3-Jul-18,01,393.544,45
2018,3-Jul-18,02,384.793,47
2018,3-Jul-18,03,368.458,45
2018,3-Jul-18,04,309.659,44
2018,3-Jul-18,05,235.255,43
2018,3-Jul-18,06,204.111,44
2018,3-Jul-18,07,189.961,43
2018,3-Jul-18,08,142.536,43
2018,3-Jul-18,09,120.185,43
2018,3-Jul-18,10,93.186,43
2018,3-Jul-18,11,95.008,44
2018,3-Jul-18,12,136.402,42
2018,3-Jul-18,13,181.024,42
2018,3-Jul-18,14,249.045,48
2018,3-Jul-18,15,319.325,48
2018,3-Jul-18,16,332.663,50
2018,3-Jul-18,17,326.675,49
2018,3-Jul-18,18,336.256,51
2018,3-Jul-18,19,342.4,46
2018,3-Jul-18,20,318.687,45
2018,3-Jul-18,21,364.92,46
2018,3-Jul-18,22,326.857,44
2018,3-Jul-18,23,329.61,43
2018,3-Jul-18,24,321.551,42
2018,4-Jul-18,01,316.391,42
2018,4-Jul-18,02,287.919,43
2018,4-Jul-18,03,257.856,43
2018,4-Jul-18,04,230.013,44
2018,4-Jul-18,05,230.027,46
2018,4-Jul-18,06,252.155,43
2018,4-Jul-18,07,211.069,41
2018,4-Jul-18,08,120.869,41
2018,4-Jul-18,09,52.914,40
2018,4-Jul-18,10,19.918,39
2018,4-Jul-18,11,13.474,33
2018,4-Jul-18,12,32.576,34
2018,4-Jul-18,13,63.036,32
2018,4-Jul-18,14,77.681,34
2018,4-Jul-18,15,80.042,32
2018,4-Jul-18,16,95.006,32
2018,4-Jul-18,17,118.982,34
2018,4-Jul-18,18,109.498,36
2018,4-Jul-18,19,120.983,36
2018,4-Jul-18,20,157.335,35
2018,4-Jul-18,21,201.085,39
2018,4-Jul-18,22,203.852,44
2018,4-Jul-18,23,228.337,45
2018,4-Jul-18,24,200.762,44
2018,5-Jul-18,01,179.271,43
2018,5-Jul-18,02,143.714,43
2018,5-Jul-18,03,125.982,43
2018,5-Jul-18,04,110.975,45
2018,5-Jul-18,05,86.695,43
2018,5-Jul-18,06,101.053,43
2018,5-Jul-18,07,91,47
2018,5-Jul-18,08,80.491,44
2018,5-Jul-18,09,46.295,41
2018,5-Jul-18,10,37.621,40
2018,5-Jul-18,11,55.747,42
2018,5-Jul-18,12,117.381,44
2018,5-Jul-18,13,206.507,51
2018,5-Jul-18,14,242.514,49
2018,5-Jul-18,15,263.061,47
2018,5-Jul-18,16,300.953,52
2018,5-Jul-18,17,334.197,53
2018,5-Jul-18,18,389.883,57
2018,5-Jul-18,19,427.389,55
2018,5-Jul-18,20,478.349,52
2018,5-Jul-18,21,542.746,55
2018,5-Jul-18,22,650,56
2018,5-Jul-18,23,664.527,58
2018,5-Jul-18,24,708.507,58
2018,6-Jul-18,01,702.723,58
2018,6-Jul-18,02,686.976,58
2018,6-Jul-18,03,677.493,58
2018,6-Jul-18,04,714.321,58
2018,6-Jul-18,05,695.56,58
2018,6-Jul-18,06,675.909,58
2018,6-Jul-18,07,668.456,58
2018,6-Jul-18,08,691.186,57
2018,6-Jul-18,09,685.23,54
2018,6-Jul-18,10,677.451,54
2018,6-Jul-18,11,620.15,52
2018,6-Jul-18,12,672.327,53
2018,6-Jul-18,13,738.918,55
2018,6-Jul-18,14,812.418,54
2018,6-Jul-18,15,934.337,54
2018,6-Jul-18,16,1011.637,56
2018,6-Jul-18,17,1024.866,55
2018,6-Jul-18,18,1054.671,56
2018,6-Jul-18,19,1047.874,52
2018,6-Jul-18,20,1027.543,54
2018,6-Jul-18,21,1016.879,58
2018,6-Jul-18,22,967.972,58
2018,6-Jul-18,23,933.011,57
2018,6-Jul-18,24,845.139,59
2018,7-Jul-18,01,802.763,59
2018,7-Jul-18,02,804.406,57
2018,7-Jul-18,03,867.268,57
2018,7-Jul-18,04,864.077,54
2018,7-Jul-18,05,780.493,49
2018,7-Jul-18,06,679.572,47
2018,7-Jul-18,07,486.619,49
2018,7-Jul-18,08,327.815,49
2018,7-Jul-18,09,353.525,48
2018,7-Jul-18,10,418.836,46
2018,7-Jul-18,11,379.782,46
2018,7-Jul-18,12,360.047,45
2018,7-Jul-18,13,345.69,42
2018,7-Jul-18,14,335.054,45
2018,7-Jul-18,15,291.037,48
2018,7-Jul-18,16,231.655,48
2018,7-Jul-18,17,227.562,51
2018,7-Jul-18,18,265.68,49
2018,7-Jul-18,19,240.24,46
2018,7-Jul-18,20,180.37,40
2018,7-Jul-18,21,214.176,39
2018,7-Jul-18,22,220.601,37
2018,7-Jul-18,23,216.018,37
2018,7-Jul-18,24,246.438,39
2018,8-Jul-18,01,254.41,41
2018,8-Jul-18,02,275.059,39
2018,8-Jul-18,03,275.924,40
2018,8-Jul-18,04,263.293,37
2018,8-Jul-18,05,243.044,38
2018,8-Jul-18,06,259.656,38
2018,8-Jul-18,07,170.636,40
2018,8-Jul-18,08,161.322,39
2018,8-Jul-18,09,75.921,27
2018,8-Jul-18,10,70.481,27
2018,8-Jul-18,11,110.021,30
2018,8-Jul-18,12,207.385,35
2018,8-Jul-18,13,263.028,39
2018,8-Jul-18,14,265.428,38
2018,8-Jul-18,15,285.966,44
2018,8-Jul-18,16,325.959,45
2018,8-Jul-18,17,408.826,46
2018,8-Jul-18,18,404.493,48
2018,8-Jul-18,19,399.115,45
2018,8-Jul-18,20,385.851,47
2018,8-Jul-18,21,450.304,49
2018,8-Jul-18,22,496.264,50
2018,8-Jul-18,23,551.045,47
2018,8-Jul-18,24,555.046,49
2018,9-Jul-18,01,518.671,47
2018,9-Jul-18,02,588.417,49
2018,9-Jul-18,03,643.303,47
2018,9-Jul-18,04,651.45,47
2018,9-Jul-18,05,512.543,47
2018,9-Jul-18,06,559.762,48
2018,9-Jul-18,07,462.681,50
2018,9-Jul-18,08,316.337,47
2018,9-Jul-18,09,184.863,44
2018,9-Jul-18,10,182.319,46
2018,9-Jul-18,11,202.89,48
2018,9-Jul-18,12,259.004,49
2018,9-Jul-18,13,285.226,49
2018,9-Jul-18,14,301.275,50
2018,9-Jul-18,15,325.231,53
2018,9-Jul-18,16,335.343,55
2018,9-Jul-18,17,357.038,55
2018,9-Jul-18,18,358.469,53
2018,9-Jul-18,19,340.421,47
2018,9-Jul-18,20,344.859,49
2018,9-Jul-18,21,452.563,50
2018,9-Jul-18,22,520.355,52
2018,9-Jul-18,23,547.383,51
2018,9-Jul-18,24,530.964,53
2018,10-Jul-18,01,510.167,53
2018,10-Jul-18,02,457.92,51
2018,10-Jul-18,03,411.663,51
2018,10-Jul-18,04,372.948,52
2018,10-Jul-18,05,330.423,51
2018,10-Jul-18,06,319.657,52
2018,10-Jul-18,07,282.231,49
2018,10-Jul-18,08,227.889,51
2018,10-Jul-18,09,151.106,44
2018,10-Jul-18,10,90.485,43
2018,10-Jul-18,11,93.04,41
2018,10-Jul-18,12,120.541,46
2018,10-Jul-18,13,174.306,48
2018,10-Jul-18,14,189.814,52
2018,10-Jul-18,15,269.097,53
2018,10-Jul-18,16,412.229,52
2018,10-Jul-18,17,455.395,54
2018,10-Jul-18,18,379.893,48
2018,10-Jul-18,19,298.587,47
2018,10-Jul-18,20,235.614,47
2018,10-Jul-18,21,258.047,48
2018,10-Jul-18,22,349.021,45
2018,10-Jul-18,23,346.274,43
2018,10-Jul-18,24,317.803,46
2018,11-Jul-18,01,308.777,44
2018,11-Jul-18,02,260.899,45
2018,11-Jul-18,03,268.448,47
2018,11-Jul-18,04,247.797,49
2018,11-Jul-18,05,287.802,48
2018,11-Jul-18,06,307.195,50
2018,11-Jul-18,07,234.922,49
2018,11-Jul-18,08,153.067,47
2018,11-Jul-18,09,71.341,45
2018,11-Jul-18,10,49.962,45
2018,11-Jul-18,11,47.082,42
2018,11-Jul-18,12,55.608,45
2018,11-Jul-18,13,59.557,44
2018,11-Jul-18,14,81.876,47
2018,11-Jul-18,15,103.921,51
2018,11-Jul-18,16,121.275,49
2018,11-Jul-18,17,145.464,49
2018,11-Jul-18,18,175.25,50
2018,11-Jul-18,19,195.254,47
2018,11-Jul-18,20,212.15,44
2018,11-Jul-18,21,264.673,44
2018,11-Jul-18,22,343.657,43
2018,11-Jul-18,23,394.016,43
2018,11-Jul-18,24,461.659,43
2018,12-Jul-18,01,470.896,43
2018,12-Jul-18,02,387.61,44
2018,12-Jul-18,03,294.042,44
2018,12-Jul-18,04,224.067,45
2018,12-Jul-18,05,202.447,43
2018,12-Jul-18,06,159.314,45
2018,12-Jul-18,07,128.751,47
2018,12-Jul-18,08,77.401,44
2018,12-Jul-18,09,37.707,45
2018,12-Jul-18,10,30.297,37
2018,12-Jul-18,11,30.188,40
2018,12-Jul-18,12,48.633,41
2018,12-Jul-18,13,59.413,41
2018,12-Jul-18,14,67.762,39
2018,12-Jul-18,15,57.35,39
2018,12-Jul-18,16,46.996,42
2018,12-Jul-18,17,24.104,35
2018,12-Jul-18,18,10.456,29
2018,12-Jul-18,19,4.23,25
2018,12-Jul-18,20,4.973,25
2018,12-Jul-18,21,11.23,27
2018,12-Jul-18,22,23.841,33
2018,12-Jul-18,23,24.199,33
2018,12-Jul-18,24,21.238,33
2018,13-Jul-18,01,31.686,33
2018,13-Jul-18,02,41.013,31
2018,13-Jul-18,03,44.606,30
2018,13-Jul-18,04,38.624,28
2018,13-Jul-18,05,22.636,23
2018,13-Jul-18,06,17.415,22
2018,13-Jul-18,07,18.297,25
2018,13-Jul-18,08,22.474,23
2018,13-Jul-18,09,12.552,21
2018,13-Jul-18,10,5.963,21
2018,13-Jul-18,11,14.643,37
2018,13-Jul-18,12,34.847,40
2018,13-Jul-18,13,33.03,45
2018,13-Jul-18,14,25.267,42
2018,13-Jul-18,15,34.418,46
2018,13-Jul-18,16,65.444,47
2018,13-Jul-18,17,97.286,46
2018,13-Jul-18,18,157.139,46
2018,13-Jul-18,19,181.59,48
2018,13-Jul-18,20,189.843,42
2018,13-Jul-18,21,208.458,43
2018,13-Jul-18,22,288.847,41
2018,13-Jul-18,23,349.063,39
2018,13-Jul-18,24,401.113,38
2018,14-Jul-18,01,400.621,36
2018,14-Jul-18,02,396.178,36
2018,14-Jul-18,03,373.645,31
2018,14-Jul-18,04,376.349,29
2018,14-Jul-18,05,375.132,30
2018,14-Jul-18,06,360.831,31
2018,14-Jul-18,07,340.307,36
2018,14-Jul-18,08,285.541,39
2018,14-Jul-18,09,212.309,39
2018,14-Jul-18,10,215.699,45
2018,14-Jul-18,11,191.95,46
2018,14-Jul-18,12,151.455,42
2018,14-Jul-18,13,139.686,44
2018,14-Jul-18,14,127.322,47
2018,14-Jul-18,15,111.978,46
2018,14-Jul-18,16,100.666,48
2018,14-Jul-18,17,98.528,46
2018,14-Jul-18,18,108.109,47
2018,14-Jul-18,19,121.217,42
2018,14-Jul-18,20,119.371,43
2018,14-Jul-18,21,109.399,42
2018,14-Jul-18,22,123.474,41
2018,14-Jul-18,23,161.809,41
2018,14-Jul-18,24,168.658,42
2018,15-Jul-18,01,195.116,44
2018,15-Jul-18,02,201.497,40
2018,15-Jul-18,03,152.389,41
2018,15-Jul-18,04,165.879,38
2018,15-Jul-18,05,134.024,40
2018,15-Jul-18,06,118.077,38
2018,15-Jul-18,07,113.309,39
2018,15-Jul-18,08,63.136,36
2018,15-Jul-18,09,63.806,33
2018,15-Jul-18,10,58.37,29
2018,15-Jul-18,11,50.175,32
2018,15-Jul-18,12,76.113,34
2018,15-Jul-18,13,64.212,38
2018,15-Jul-18,14,56.633,37
2018,15-Jul-18,15,62.145,38
2018,15-Jul-18,16,67.448,43
2018,15-Jul-18,17,72.773,40
2018,15-Jul-18,18,75.934,40
2018,15-Jul-18,19,63.715,31
2018,15-Jul-18,20,60.93,32
2018,15-Jul-18,21,43.382,29
2018,15-Jul-18,22,31.381,26
2018,15-Jul-18,23,26.011,27
2018,15-Jul-18,24,25.333,20
2018,16-Jul-18,01,24.235,20
2018,16-Jul-18,02,18.771,23
2018,16-Jul-18,03,12.947,19
2018,16-Jul-18,04,4.242,18
2018,16-Jul-18,05,2.694,16
2018,16-Jul-18,06,9.403,26
2018,16-Jul-18,07,12.523,22
2018,16-Jul-18,08,8.427,18
2018,16-Jul-18,09,3.237,12
2018,16-Jul-18,10,2.246,11
2018,16-Jul-18,11,2.089,10
2018,16-Jul-18,12,5.084,20
2018,16-Jul-18,13,8.252,25
2018,16-Jul-18,14,11.649,26
2018,16-Jul-18,15,16.157,32
2018,16-Jul-18,16,37.544,38
2018,16-Jul-18,17,59.141,44
2018,16-Jul-18,18,79.07,44
2018,16-Jul-18,19,103.34,41
2018,16-Jul-18,20,163.765,42
2018,16-Jul-18,21,242.448,44
2018,16-Jul-18,22,310.723,44
2018,16-Jul-18,23,385.842,46
2018,16-Jul-18,24,436.504,47
2018,17-Jul-18,01,432.683,46
2018,17-Jul-18,02,429.491,48
2018,17-Jul-18,03,384.428,49
2018,17-Jul-18,04,315.13,50
2018,17-Jul-18,05,247.306,51
2018,17-Jul-18,06,247.357,54
2018,17-Jul-18,07,270.331,51
2018,17-Jul-18,08,230.729,52
2018,17-Jul-18,09,207.028,47
2018,17-Jul-18,10,163.786,49
2018,17-Jul-18,11,129.988,51
2018,17-Jul-18,12,141.51,49
2018,17-Jul-18,13,157.463,50
2018,17-Jul-18,14,125.736,49
2018,17-Jul-18,15,123.936,49
2018,17-Jul-18,16,161.981,42
2018,17-Jul-18,17,195.852,44
2018,17-Jul-18,18,170.044,46
2018,17-Jul-18,19,198.25,46
2018,17-Jul-18,20,221.524,45
2018,17-Jul-18,21,221.177,44
2018,17-Jul-18,22,238.146,43
2018,17-Jul-18,23,303.083,46
2018,17-Jul-18,24,342.215,46
2018,18-Jul-18,01,333.083,39
2018,18-Jul-18,02,364.498,40
2018,18-Jul-18,03,374.899,36
2018,18-Jul-18,04,407.941,36
2018,18-Jul-18,05,431.819,39
2018,18-Jul-18,06,476.824,43
2018,18-Jul-18,07,532.223,45
2018,18-Jul-18,08,474.623,48
2018,18-Jul-18,09,444.246,50
2018,18-Jul-18,10,416.577,48
2018,18-Jul-18,11,442.159,48
2018,18-Jul-18,12,465.647,49
2018,18-Jul-18,13,454.907,50
2018,18-Jul-18,14,436.208,49
2018,18-Jul-18,15,385.997,49
2018,18-Jul-18,16,350.614,51
2018,18-Jul-18,17,394.741,50
2018,18-Jul-18,18,416.792,51
2018,18-Jul-18,19,392.191,47
2018,18-Jul-18,20,338.357,44
2018,18-Jul-18,21,350.477,39
2018,18-Jul-18,22,404.507,34
2018,18-Jul-18,23,412.706,36
2018,18-Jul-18,24,357.933,38
2018,19-Jul-18,01,328.401,43
2018,19-Jul-18,02,272.195,46
2018,19-Jul-18,03,231.977,48
2018,19-Jul-18,04,203.405,48
2018,19-Jul-18,05,151.082,45
2018,19-Jul-18,06,101.616,43
2018,19-Jul-18,07,86.965,44
2018,19-Jul-18,08,51.76,41
2018,19-Jul-18,09,19.524,34
2018,19-Jul-18,10,16.928,31
2018,19-Jul-18,11,40.426,31
2018,19-Jul-18,12,45.841,37
2018,19-Jul-18,13,41.76,38
2018,19-Jul-18,14,45.978,37
2018,19-Jul-18,15,48.645,42
2018,19-Jul-18,16,59.272,41
2018,19-Jul-18,17,68.509,43
2018,19-Jul-18,18,68.921,45
2018,19-Jul-18,19,67.163,42
2018,19-Jul-18,20,77.312,39
2018,19-Jul-18,21,89.052,40
2018,19-Jul-18,22,91.288,38
2018,19-Jul-18,23,120.04,34
2018,19-Jul-18,24,119.745,36
2018,20-Jul-18,01,109.132,35
2018,20-Jul-18,02,73.977,33
2018,20-Jul-18,03,62.312,34
2018,20-Jul-18,04,45.604,31
2018,20-Jul-18,05,22.542,29
2018,20-Jul-18,06,25.771,28
2018,20-Jul-18,07,30.892,30
2018,20-Jul-18,08,24.509,24
2018,20-Jul-18,09,8.14,19
2018,20-Jul-18,10,3.73,14
2018,20-Jul-18,11,3.9,11
2018,20-Jul-18,12,6.947,18
2018,20-Jul-18,13,10.632,30
2018,20-Jul-18,14,13.902,38
2018,20-Jul-18,15,29.514,42
2018,20-Jul-18,16,44.316,48
2018,20-Jul-18,17,65.962,49
2018,20-Jul-18,18,89.381,50
2018,20-Jul-18,19,118.852,48
2018,20-Jul-18,20,169.214,48
2018,20-Jul-18,21,217.176,45
2018,20-Jul-18,22,276.033,43
2018,20-Jul-18,23,278.968,43
2018,20-Jul-18,24,257.083,42
2018,21-Jul-18,01,202.924,42
2018,21-Jul-18,02,172.222,40
2018,21-Jul-18,03,144.539,37
2018,21-Jul-18,04,124.893,34
2018,21-Jul-18,05,88.374,34
2018,21-Jul-18,06,57.988,31
2018,21-Jul-18,07,46.598,29
2018,21-Jul-18,08,23.473,25
2018,21-Jul-18,09,12.743,25
2018,21-Jul-18,10,22.973,27
2018,21-Jul-18,11,44.041,34
2018,21-Jul-18,12,51.046,42
2018,21-Jul-18,13,71.204,44
2018,21-Jul-18,14,99.673,44
2018,21-Jul-18,15,107.679,44
2018,21-Jul-18,16,106.141,48
2018,21-Jul-18,17,125.795,47
2018,21-Jul-18,18,134.83,51
2018,21-Jul-18,19,157.905,53
2018,21-Jul-18,20,237.424,52
2018,21-Jul-18,21,308.965,48
2018,21-Jul-18,22,357.867,50
2018,21-Jul-18,23,366.349,51
2018,21-Jul-18,24,310.246,48
2018,22-Jul-18,01,257.624,48
2018,22-Jul-18,02,265.143,46
2018,22-Jul-18,03,255.715,49
2018,22-Jul-18,04,227.886,52
2018,22-Jul-18,05,231.681,51
2018,22-Jul-18,06,301.961,56
2018,22-Jul-18,07,339.672,57
2018,22-Jul-18,08,315.442,58
2018,22-Jul-18,09,295.206,55
2018,22-Jul-18,10,314.539,50
2018,22-Jul-18,11,337.887,53
2018,22-Jul-18,12,352.818,52
2018,22-Jul-18,13,366.475,50
2018,22-Jul-18,14,377.738,52
2018,22-Jul-18,15,371.126,52
2018,22-Jul-18,16,373.554,49
2018,22-Jul-18,17,367.273,51
2018,22-Jul-18,18,352.679,53
2018,22-Jul-18,19,371.815,51
2018,22-Jul-18,20,360.992,50
2018,22-Jul-18,21,347.732,52
2018,22-Jul-18,22,332.694,50
2018,22-Jul-18,23,335.244,50
2018,22-Jul-18,24,320.002,51
2018,23-Jul-18,01,319.272,52
2018,23-Jul-18,02,354.397,54
2018,23-Jul-18,03,336.411,54
2018,23-Jul-18,04,351.64,54
2018,23-Jul-18,05,332.268,52
2018,23-Jul-18,06,325.507,51
2018,23-Jul-18,07,333.958,52
2018,23-Jul-18,08,329.154,54
2018,23-Jul-18,09,329.338,51
2018,23-Jul-18,10,373.207,51
2018,23-Jul-18,11,413.335,50
2018,23-Jul-18,12,466.923,54
2018,23-Jul-18,13,515.004,55
2018,23-Jul-18,14,471.251,52
2018,23-Jul-18,15,414.54,53
2018,23-Jul-18,16,461.845,56
2018,23-Jul-18,17,473.472,55
2018,23-Jul-18,18,437.981,55
2018,23-Jul-18,19,445.538,53
2018,23-Jul-18,20,471.45,51
2018,23-Jul-18,21,504.947,54
2018,23-Jul-18,22,522.146,53
2018,23-Jul-18,23,531.69,50
2018,23-Jul-18,24,540.068,52
2018,24-Jul-18,01,541.211,53
2018,24-Jul-18,02,520.007,53
2018,24-Jul-18,03,510.937,52
2018,24-Jul-18,04,490.321,53
2018,24-Jul-18,05,427.318,51
2018,24-Jul-18,06,419.262,50
2018,24-Jul-18,07,422.653,50
2018,24-Jul-18,08,400.009,50
2018,24-Jul-18,09,414.55,49
2018,24-Jul-18,10,405.125,51
2018,24-Jul-18,11,457.331,51
2018,24-Jul-18,12,510.403,50
2018,24-Jul-18,13,537.128,51
2018,24-Jul-18,14,550.679,51
2018,24-Jul-18,15,582.818,50
2018,24-Jul-18,16,619.337,51
2018,24-Jul-18,17,614.448,52
2018,24-Jul-18,18,605.543,55
2018,24-Jul-18,19,526.874,55
2018,24-Jul-18,20,496.461,50
2018,24-Jul-18,21,529.983,51
2018,24-Jul-18,22,464.563,51
2018,24-Jul-18,23,495.126,52
2018,24-Jul-18,24,511.84,52
2018,25-Jul-18,01,514.443,52
2018,25-Jul-18,02,538.673,53
2018,25-Jul-18,03,533.443,52
2018,25-Jul-18,04,539.183,51
2018,25-Jul-18,05,557.799,51
2018,25-Jul-18,06,536.962,50
2018,25-Jul-18,07,528.666,53
2018,25-Jul-18,08,531.585,52
2018,25-Jul-18,09,507.442,50
2018,25-Jul-18,10,521.253,51
2018,25-Jul-18,11,545.505,51
2018,25-Jul-18,12,597.583,51
2018,25-Jul-18,13,641.461,53
2018,25-Jul-18,14,664.602,56
2018,25-Jul-18,15,680.686,52
2018,25-Jul-18,16,716.735,52
2018,25-Jul-18,17,745.662,54
2018,25-Jul-18,18,729.554,55
2018,25-Jul-18,19,713.423,55
2018,25-Jul-18,20,658.339,53
2018,25-Jul-18,21,667.93,54
2018,25-Jul-18,22,659.416,55
2018,25-Jul-18,23,628.807,54
2018,25-Jul-18,24,616.04,54
2018,26-Jul-18,01,600.602,53
2018,26-Jul-18,02,548.293,53
2018,26-Jul-18,03,494.331,52
2018,26-Jul-18,04,459.99,50
2018,26-Jul-18,05,437.405,52
2018,26-Jul-18,06,398.136,50
2018,26-Jul-18,07,406.756,49
2018,26-Jul-18,08,372.877,49
2018,26-Jul-18,09,344.503,47
2018,26-Jul-18,10,325.099,50
2018,26-Jul-18,11,336.028,49
2018,26-Jul-18,12,344.966,50
2018,26-Jul-18,13,378.535,51
2018,26-Jul-18,14,365.44,53
2018,26-Jul-18,15,372.844,50
2018,26-Jul-18,16,319.076,52
2018,26-Jul-18,17,216.124,50
2018,26-Jul-18,18,188.363,50
2018,26-Jul-18,19,153.068,46
2018,26-Jul-18,20,131.341,47
2018,26-Jul-18,21,144.328,48
2018,26-Jul-18,22,157.027,49
2018,26-Jul-18,23,186.583,51
2018,26-Jul-18,24,204.505,51
2018,27-Jul-18,01,169.515,49
2018,27-Jul-18,02,201.942,50
2018,27-Jul-18,03,215.321,50
2018,27-Jul-18,04,131.5,49
2018,27-Jul-18,05,109.535,45
2018,27-Jul-18,06,105.287,44
2018,27-Jul-18,07,82.19,46
2018,27-Jul-18,08,65.186,43
2018,27-Jul-18,09,57.378,34
2018,27-Jul-18,10,45.292,35
2018,27-Jul-18,11,32.883,35
2018,27-Jul-18,12,49.223,47
2018,27-Jul-18,13,106.89,50
2018,27-Jul-18,14,186.958,52
2018,27-Jul-18,15,265.013,54
2018,27-Jul-18,16,252.494,53
2018,27-Jul-18,17,287.956,52
2018,27-Jul-18,18,256.511,53
2018,27-Jul-18,19,299.535,50
2018,27-Jul-18,20,204.619,50
2018,27-Jul-18,21,158.782,50
2018,27-Jul-18,22,140.87,50
2018,27-Jul-18,23,190.644,43
2018,27-Jul-18,24,207.991,48
2018,28-Jul-18,01,205.583,47
2018,28-Jul-18,02,188.476,44
2018,28-Jul-18,03,142.11,43
2018,28-Jul-18,04,117.051,42
2018,28-Jul-18,05,141.656,41
2018,28-Jul-18,06,103.009,41
2018,28-Jul-18,07,75.977,37
2018,28-Jul-18,08,55.436,35
2018,28-Jul-18,09,32.795,32
2018,28-Jul-18,10,20.085,29
2018,28-Jul-18,11,14.175,34
2018,28-Jul-18,12,27.943,33
2018,28-Jul-18,13,43.005,40
2018,28-Jul-18,14,70.958,45
2018,28-Jul-18,15,97.385,47
2018,28-Jul-18,16,113.555,48
2018,28-Jul-18,17,126.002,57
2018,28-Jul-18,18,144.149,52
2018,28-Jul-18,19,140.395,51
2018,28-Jul-18,20,143.498,47
2018,28-Jul-18,21,180.524,45
2018,28-Jul-18,22,151.349,44
2018,28-Jul-18,23,119.576,44
2018,28-Jul-18,24,114.223,42
2018,29-Jul-18,01,89.912,40
2018,29-Jul-18,02,151.043,36
2018,29-Jul-18,03,187.878,42
2018,29-Jul-18,04,287.833,49
2018,29-Jul-18,05,292.383,49
2018,29-Jul-18,06,278.946,50
